NLOC,CCN,Token Count,Parameter Count,Length,Function Name,File Path,Function Signature,Start Line,End Line
22,5,69,1,25,"Adt_SwSyncStop@595-619@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_SwSyncStop","Adt_SwSyncStop( stc_adt_sw_sync_t * pstcAdtSwSyncStop)",595,619
22,5,69,1,25,"Adt_SwSyncClear@630-654@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_SwSyncClear","Adt_SwSyncClear( stc_adt_sw_sync_t * pstcAdtSwSyncClear)",630,654
32,5,97,1,33,"Adt_GetSwSyncState@665-697@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_GetSwSyncState","Adt_GetSwSyncState( stc_adt_sw_sync_t * pstcAdtSwSyncState)",665,697
12,2,62,1,13,"Adt_AosTrigCfg@708-720@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_AosTrigCfg","Adt_AosTrigCfg( stc_adt_aos_trig_cfg_t * pstcAdtAosTrigCfg)",708,720
23,2,166,2,25,"Adt_IrqTrigCfg@732-756@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_IrqTrigCfg","Adt_IrqTrigCfg( M0P_ADTIM_TypeDef * ADTx , stc_adt_irq_trig_cfg_t * pstcAdtIrqTrigCfg)",732,756
34,6,176,2,40,"Adt_PortTrigCfg@768-807@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_PortTrigCfg","Adt_PortTrigCfg( en_adt_trig_port_t enAdtTrigPort , stc_adt_port_trig_cfg_t * pstcAdtPortTrigCfg)",768,807
41,4,270,3,45,"Adt_CHxXPortCfg@820-864@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_CHxXPortCfg","Adt_CHxXPortCfg( M0P_ADTIM_TypeDef * ADTx , en_adt_CHxX_port_t enAdtCHxXPort , stc_adt_CHxX_port_cfg_t * pstcAdtCHxXCfg)",820,864
14,2,77,2,18,"Adt_EnableBrakePort@876-893@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_EnableBrakePort","Adt_EnableBrakePort( uint8_t port , stc_adt_break_port_cfg_t * pstcAdtBrkPtCfg)",876,893
4,1,12,0,4,"Adt_ClearBrakePort@903-906@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_ClearBrakePort","Adt_ClearBrakePort()",903,906
19,4,92,1,23,"Adt_Disable3Cfg@917-939@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_Disable3Cfg","Adt_Disable3Cfg( stc_adt_disable_3_cfg_t * pstcAdtDisable3)",917,939
5,1,18,1,6,"Adt_SwBrake@948-953@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_SwBrake","Adt_SwBrake( boolean_t bSwBrk)",948,953
4,1,13,0,4,"Adt_GetPortBrakeFlag@963-966@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_GetPortBrakeFlag","Adt_GetPortBrakeFlag()",963,966
4,1,14,0,4,"Adt_ClearPortBrakeFlag@976-979@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_ClearPortBrakeFlag","Adt_ClearPortBrakeFlag()",976,979
14,2,82,1,17,"Adt_Disable1Cfg@990-1006@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_Disable1Cfg","Adt_Disable1Cfg( stc_adt_disable_1_cfg_t * pstcAdtDisable1)",990,1006
4,1,13,0,4,"Adt_GetSameBrakeFlag@1016-1019@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_GetSameBrakeFlag","Adt_GetSameBrakeFlag()",1016,1019
4,1,14,0,4,"Adt_ClearSameBrakeFlag@1029-1032@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_ClearSameBrakeFlag","Adt_ClearSameBrakeFlag()",1029,1032
11,2,56,2,15,"Adt_PwmDitherCfg@1043-1057@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_PwmDitherCfg","Adt_PwmDitherCfg( M0P_ADTIM_TypeDef * ADTx , stc_adt_pwm_dither_cfg_t * pstcAdtPwmDitherCfg)",1043,1057
15,3,69,2,20,"Adt_Init@1069-1088@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_Init","Adt_Init( M0P_ADTIM_TypeDef * ADTx , stc_adt_basecnt_cfg_t * pstcAdtBaseCntCfg)",1069,1088
39,1,223,1,40,"Adt_DeInit@1099-1138@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_DeInit","Adt_DeInit( M0P_ADTIM_TypeDef * ADTx)",1099,1138
5,1,19,1,7,"Adt_StartCount@1149-1155@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_StartCount","Adt_StartCount( M0P_ADTIM_TypeDef * ADTx)",1149,1155
5,1,19,1,6,"Adt_StopCount@1166-1171@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_StopCount","Adt_StopCount( M0P_ADTIM_TypeDef * ADTx)",1166,1171
5,1,22,2,5,"Adt_SetCount@1183-1187@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_SetCount","Adt_SetCount( M0P_ADTIM_TypeDef * ADTx , uint16_t u16Value)",1183,1187
7,1,30,1,10,"Adt_GetCount@1199-1208@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_GetCount","Adt_GetCount( M0P_ADTIM_TypeDef * ADTx)",1199,1208
5,1,19,1,5,"Adt_ClearCount@1220-1224@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_ClearCount","Adt_ClearCount( M0P_ADTIM_TypeDef * ADTx)",1220,1224
7,1,30,1,11,"Adt_GetVperNum@1235-1245@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_GetVperNum","Adt_GetVperNum( M0P_ADTIM_TypeDef * ADTx)",1235,1245
6,1,43,2,9,"Adt_GetState@1257-1265@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_GetState","Adt_GetState( M0P_ADTIM_TypeDef * ADTx , en_adt_state_type_t enstate)",1257,1265
5,1,20,2,6,"Adt_SetPeriod@1277-1282@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_SetPeriod","Adt_SetPeriod( M0P_ADTIM_TypeDef * ADTx , uint16_t u16Period)",1277,1282
6,1,28,2,7,"Adt_SetPeriodBuf@1294-1300@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_SetPeriodBuf","Adt_SetPeriodBuf( M0P_ADTIM_TypeDef * ADTx , uint16_t u16PeriodBuf)",1294,1300
6,1,25,1,7,"Adt_ClearPeriodBuf@1311-1317@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_ClearPeriodBuf","Adt_ClearPeriodBuf( M0P_ADTIM_TypeDef * ADTx)",1311,1317
15,2,86,2,19,"Adt_SetValidPeriod@1329-1347@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_SetValidPeriod","Adt_SetValidPeriod( M0P_ADTIM_TypeDef * ADTx , stc_adt_validper_cfg_t * pstcAdtValidPerCfg)",1329,1347
26,5,82,3,27,"Adt_SetCompareValue@1360-1386@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_SetCompareValue","Adt_SetCompareValue( M0P_ADTIM_TypeDef * ADTx , en_adt_compare_t enAdtCompare , uint16_t u16Compare)",1360,1386
18,3,56,3,19,"Adt_SetSpecilCompareValue@1399-1417@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_SetSpecilCompareValue","Adt_SetSpecilCompareValue( M0P_ADTIM_TypeDef * ADTx , en_adt_special_compare_t enAdtSpclCmp , uint16_t u16SpclCmp)",1399,1417
18,3,56,3,19,"Adt_EnableValueBuf@1430-1448@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_EnableValueBuf","Adt_EnableValueBuf( M0P_ADTIM_TypeDef * ADTx , en_adt_CHxX_port_t enAdtCHxXPort , boolean_t bCompareBufEn)",1430,1448
17,3,49,2,18,"Adt_ClearValueBuf@1460-1477@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_ClearValueBuf","Adt_ClearValueBuf( M0P_ADTIM_TypeDef * ADTx , en_adt_CHxX_port_t enAdtCHxXPort)",1460,1477
18,3,59,3,18,"Adt_GetCaptureValue@1490-1507@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_GetCaptureValue","Adt_GetCaptureValue( M0P_ADTIM_TypeDef * ADTx , en_adt_CHxX_port_t enAdtCHxXPort , uint16_t * pu16Capture)",1490,1507
18,3,59,3,18,"Adt_GetCaptureBuf@1520-1537@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_GetCaptureBuf","Adt_GetCaptureBuf( M0P_ADTIM_TypeDef * ADTx , en_adt_CHxX_port_t enAdtCHxXPort , uint16_t * pu16CaptureBuf)",1520,1537
6,1,20,2,7,"Adt_SetDTUA@1549-1555@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_SetDTUA","Adt_SetDTUA( M0P_ADTIM_TypeDef * ADTx , uint16_t u16Value)",1549,1555
6,1,20,2,7,"Adt_SetDTDA@1567-1573@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_SetDTDA","Adt_SetDTDA( M0P_ADTIM_TypeDef * ADTx , uint16_t u16Value)",1567,1573
8,1,33,3,9,"Adt_CfgDT@1586-1594@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_CfgDT","Adt_CfgDT( M0P_ADTIM_TypeDef * ADTx , boolean_t bDTEn , boolean_t bEqual)",1586,1594
11,2,56,2,13,"Adt_CfgZMask@1606-1618@./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/adt.c","Adt_CfgZMask","Adt_CfgZMask( M0P_ADTIM_TypeDef * ADTx , stc_adt_zmask_cfg_t * pstcAdtZMaskCfg)",1606,1618
39,5,279,1,47,"AES_Encrypt@64-110@./examples/HC32L19x_Template_Rev1.1.0/driver/src/aes.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/aes.c","AES_Encrypt","AES_Encrypt( stc_aes_cfg_t * pstcAesCfg)",64,110
39,5,279,1,47,"AES_Decrypt@122-168@./examples/HC32L19x_Template_Rev1.1.0/driver/src/aes.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/aes.c","AES_Decrypt","AES_Decrypt( stc_aes_cfg_t * pstcAesCfg)",122,168
5,1,17,0,6,"Bgr_BgrEnable@61-66@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bgr.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bgr.c","Bgr_BgrEnable","Bgr_BgrEnable()",61,66
4,1,12,0,4,"Bgr_BgrDisable@75-78@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bgr.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bgr.c","Bgr_BgrDisable","Bgr_BgrDisable()",75,78
5,1,17,0,6,"Bgr_TempSensorEnable@87-92@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bgr.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bgr.c","Bgr_TempSensorEnable","Bgr_TempSensorEnable()",87,92
4,1,12,0,4,"Bgr_TempSensorDisable@101-104@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bgr.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bgr.c","Bgr_TempSensorDisable","Bgr_TempSensorDisable()",101,104
10,1,66,2,13,"Bt_GetIntFlag@69-81@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_GetIntFlag","Bt_GetIntFlag( en_bt_unit_t enUnit , en_bt_irq_type_t enBtIrq)",69,81
8,1,57,2,11,"Bt_ClearIntFlag@93-103@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_ClearIntFlag","Bt_ClearIntFlag( en_bt_unit_t enUnit , en_bt_irq_type_t enBtIrq)",93,103
8,1,49,1,11,"Bt_ClearAllIntFlag@115-125@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_ClearAllIntFlag","Bt_ClearAllIntFlag( en_bt_unit_t enUnit)",115,125
8,1,51,1,10,"Bt_Mode0_EnableIrq@136-145@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_Mode0_EnableIrq","Bt_Mode0_EnableIrq( en_bt_unit_t enUnit)",136,145
8,1,51,1,10,"Bt_Mode0_DisableIrq@156-165@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_Mode0_DisableIrq","Bt_Mode0_DisableIrq( en_bt_unit_t enUnit)",156,165
19,3,86,2,21,"Bt_Mode1_EnableIrq@177-197@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_Mode1_EnableIrq","Bt_Mode1_EnableIrq( en_bt_unit_t enUnit , en_bt_irq_type_t enBtIrq)",177,197
19,3,86,2,22,"Bt_Mode1_DisableIrq@209-230@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_Mode1_DisableIrq","Bt_Mode1_DisableIrq( en_bt_unit_t enUnit , en_bt_irq_type_t enBtIrq)",209,230
28,6,125,2,31,"Bt_Mode23_EnableIrq@242-272@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_Mode23_EnableIrq","Bt_Mode23_EnableIrq( en_bt_unit_t enUnit , en_bt_irq_type_t enBtIrq)",242,272
28,6,125,2,31,"Bt_Mode23_DisableIrq@284-314@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_Mode23_DisableIrq","Bt_Mode23_DisableIrq( en_bt_unit_t enUnit , en_bt_irq_type_t enBtIrq)",284,314
14,1,117,2,18,"Bt_Mode0_Init@326-343@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_Mode0_Init","Bt_Mode0_Init( en_bt_unit_t enUnit , stc_bt_mode0_cfg_t * pstcCfg)",326,343
8,1,51,1,10,"Bt_M0_Run@354-363@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M0_Run","Bt_M0_Run( en_bt_unit_t enUnit)",354,363
8,1,51,1,10,"Bt_M0_Stop@374-383@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M0_Stop","Bt_M0_Stop( en_bt_unit_t enUnit)",374,383
8,1,54,2,10,"Bt_M0_EnTOG_Output@395-404@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M0_EnTOG_Output","Bt_M0_EnTOG_Output( en_bt_unit_t enUnit , boolean_t bEnTOG)",395,404
8,1,54,2,10,"Bt_M0_Enable_Output@416-425@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M0_Enable_Output","Bt_M0_Enable_Output( en_bt_unit_t enUnit , boolean_t bEnOutput)",416,425
8,1,54,2,12,"Bt_M0_Cnt16Set@437-448@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M0_Cnt16Set","Bt_M0_Cnt16Set( en_bt_unit_t enUnit , uint16_t u16Data)",437,448
8,1,51,1,12,"Bt_M0_Cnt16Get@459-470@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M0_Cnt16Get","Bt_M0_Cnt16Get( en_bt_unit_t enUnit)",459,470
8,1,54,2,12,"Bt_M0_ARRSet@482-493@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M0_ARRSet","Bt_M0_ARRSet( en_bt_unit_t enUnit , uint16_t u16Data)",482,493
8,1,54,2,12,"Bt_M0_Cnt32Set@505-516@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M0_Cnt32Set","Bt_M0_Cnt32Set( en_bt_unit_t enUnit , uint32_t u32Data)",505,516
8,1,51,1,12,"Bt_M0_Cnt32Get@527-538@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M0_Cnt32Get","Bt_M0_Cnt32Get( en_bt_unit_t enUnit)",527,538
11,1,87,2,16,"Bt_Mode1_Init@550-565@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_Mode1_Init","Bt_Mode1_Init( en_bt_unit_t enUnit , stc_bt_mode1_cfg_t * pstcCfg)",550,565
14,1,117,2,16,"Bt_M1_Input_Cfg@577-592@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M1_Input_Cfg","Bt_M1_Input_Cfg( en_bt_unit_t enUnit , stc_bt_pwc_input_cfg_t * pstcCfg)",577,592
29,5,141,2,31,"Bt_M1_PWC_Edge_Sel@604-634@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M1_PWC_Edge_Sel","Bt_M1_PWC_Edge_Sel( en_bt_unit_t enUnit , en_bt_m1cr_Edge_t enEdgeSel)",604,634
8,1,51,1,10,"Bt_M1_Run@645-654@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M1_Run","Bt_M1_Run( en_bt_unit_t enUnit)",645,654
8,1,51,1,10,"Bt_M1_Stop@665-674@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M1_Stop","Bt_M1_Stop( en_bt_unit_t enUnit)",665,674
8,1,54,2,12,"Bt_M1_Cnt16Set@686-697@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M1_Cnt16Set","Bt_M1_Cnt16Set( en_bt_unit_t enUnit , uint16_t u16Data)",686,697
8,1,51,1,12,"Bt_M1_Cnt16Get@708-719@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M1_Cnt16Get","Bt_M1_Cnt16Get( en_bt_unit_t enUnit)",708,719
8,1,51,1,12,"Bt_M1_PWC_CapValueGet@730-741@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M1_PWC_CapValueGet","Bt_M1_PWC_CapValueGet( en_bt_unit_t enUnit)",730,741
15,1,127,2,21,"Bt_Mode23_Init@753-773@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_Mode23_Init","Bt_Mode23_Init( en_bt_unit_t enUnit , stc_bt_mode23_cfg_t * pstcCfg)",753,773
9,1,65,3,11,"Bt_M23_EnPWM_Output@786-796@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_EnPWM_Output","Bt_M23_EnPWM_Output( en_bt_unit_t enUnit , boolean_t bEnOutput , boolean_t bEnAutoOutput)",786,796
8,1,51,1,10,"Bt_M23_Run@808-817@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_Run","Bt_M23_Run( en_bt_unit_t enUnit)",808,817
8,1,51,1,10,"Bt_M23_Stop@828-837@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_Stop","Bt_M23_Stop( en_bt_unit_t enUnit)",828,837
9,1,65,3,11,"Bt_M23_ARRSet@850-860@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_ARRSet","Bt_M23_ARRSet( en_bt_unit_t enUnit , uint16_t u16Data , boolean_t bArrBufEn)",850,860
8,1,54,2,10,"Bt_M23_Cnt16Set@872-881@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_Cnt16Set","Bt_M23_Cnt16Set( en_bt_unit_t enUnit , uint16_t u16Data)",872,881
8,1,51,1,10,"Bt_M23_Cnt16Get@892-901@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_Cnt16Get","Bt_M23_Cnt16Get( en_bt_unit_t enUnit)",892,901
19,3,89,3,21,"Bt_M23_CCR_Set@914-934@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_CCR_Set","Bt_M23_CCR_Set( en_bt_unit_t enUnit , en_bt_m23_ccrx_t enCCRSel , uint16_t u16Data)",914,934
19,3,86,2,21,"Bt_M23_CCR_Get@946-966@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_CCR_Get","Bt_M23_CCR_Get( en_bt_unit_t enUnit , en_bt_m23_ccrx_t enCCRSel)",946,966
10,1,77,2,12,"Bt_M23_GateFuncSel@978-989@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_GateFuncSel","Bt_M23_GateFuncSel( en_bt_unit_t enUnit , stc_bt_m23_gate_cfg_t * pstcCfg)",978,989
11,1,87,2,13,"Bt_M23_MasterSlave_Set@1001-1013@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_MasterSlave_Set","Bt_M23_MasterSlave_Set( en_bt_unit_t enUnit , stc_bt_m23_master_slave_cfg_t * pstcCfg)",1001,1013
17,1,143,2,20,"Bt_M23_PortOutput_Cfg@1025-1044@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_PortOutput_Cfg","Bt_M23_PortOutput_Cfg( en_bt_unit_t enUnit , stc_bt_m23_compare_cfg_t * pstcCfg)",1025,1044
15,1,123,2,18,"Bt_M23_PortInput_Cfg@1056-1073@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_PortInput_Cfg","Bt_M23_PortInput_Cfg( en_bt_unit_t enUnit , stc_bt_m23_input_cfg_t * pstcCfg)",1056,1073
9,1,67,2,11,"Bt_M23_ETRInput_Cfg@1085-1095@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_ETRInput_Cfg","Bt_M23_ETRInput_Cfg( en_bt_unit_t enUnit , stc_bt_m23_etr_input_cfg_t * pstcCfg)",1085,1095
15,1,127,2,19,"Bt_M23_BrakeInput_Cfg@1107-1125@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_BrakeInput_Cfg","Bt_M23_BrakeInput_Cfg( en_bt_unit_t enUnit , stc_bt_m23_bk_input_cfg_t * pstcCfg)",1107,1125
11,1,87,2,13,"Bt_M23_TrigADC_Cfg@1137-1149@./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","./examples/HC32L19x_Template_Rev1.1.0/driver/src/bt.c","Bt_M23_TrigADC_Cfg","Bt_M23_TrigADC_Cfg( en_bt_unit_t enUnit , stc_bt_m23_adc_trig_cfg_t * pstcCfg)",1137,1149
